Job Title,Company Name,Job Location,Salary Information,Mode of Work,Industry,State,Lower Salary Range USD(k/yr),Upper Salary Range USD(k/yr),Mean Salary Range USD(k/yr)
Workday AMS Integrations Consultant ,Deloitte,"San Francisco, CA",$97.9K/yr - $163.1K/yr,Hybrid,Business,CA,97.9,163.1,130.5
"Professional Services HCLS Leader - NAMER, ProServe NAMER ",Amazon Web Services (AWS),"Seattle, WA",$180.9K/yr - $312.8K/yr,On-site,Other,WA,180.9,312.8,246.85000000000002
"Senior Applications Engineer - Fullstack (Java, JavaScript) ",Oracle,"Redwood City, CA","$81.5K/yr - $178.2K/yr · Vision, 401(k), +1",On-site,Tech,CA,81.5,178.2,129.85
"Seasonal Retail Commission Sales Associate - Fine Jewelry, Pheasant Lane ",Macy's,"Nashua, NH","$15/hr - $19.50/hr · 401(k), +1",On-site,Retail,NH,31.2,40.56,35.88
"Professional Services HCLS Leader - NAMER, ProServe NAMER ",Amazon Web Services (AWS),"Nashville, TN",$180.9K/yr - $312.8K/yr,On-site,Other,TN,180.9,312.8,246.85000000000002
Senior Member of Technical Staff ,Oracle,United States,"$74.8K/yr - $178.2K/yr · Vision, 401(k), +1",Remote,Other,,74.8,178.2,126.5
AWS Infrastructure Architect/DevOps Lead Engineer ,Deloitte,"Mechanicsburg, PA",$102.8K/yr - $171.2K/yr,Hybrid,Tech,PA,102.8,171.2,137.0
Site Support Specialist ,Autodesk,"San Francisco, CA",$63.8K/yr - $110.1K/yr,Hybrid,Other,CA,63.8,110.1,86.94999999999999
"Retail Cosmetics Sales Counter Manager - Trend Beauty, Sherman Oaks Fashion Square - Full Time ",Macy's,"Los Angeles, California, United States","$18.15/hr - $28.05/hr · 401(k), +1",On-site,Retail,CA,37.752,58.344,48.048
Audio Visual Foreman (TS Cleared) ,Vision Technologies,"City of Washington County, DC",$80K/yr - $110K/yr,On-site,Other,DC,80.0,110.0,95.0
Database Developer / Engineer ,Jobot,"Indianapolis, IN",$100K/yr - $140K/yr,Remote,Tech,IN,100.0,140.0,120.0
AI Architect - ML Researcher / LLMs / Deep Learning / Generative AI,Attis,"Los Angeles, CA","$180K/yr - $260K/yr · Vision, +3 benefits",Hybrid,Other,CA,180.0,260.0,220.0
"Professional Services HCLS Leader - NAMER, ProServe NAMER ",Amazon Web Services (AWS),"Atlanta, GA",$180.9K/yr - $312.8K/yr,On-site,Other,GA,180.9,312.8,246.85000000000002
Workday AMS Integrations Consultant ,Deloitte,"Kansas City, MO",$97.9K/yr - $163.1K/yr,Hybrid,Business,MO,97.9,163.1,130.5
Grafana & Telemetry Engineer ,Tata Consultancy Services,"Austin, TX",$65K/yr - $135K/yr,On-site,Tech,TX,65.0,135.0,100.0
Oracle Unity CDP Technical Senior Consultant ,Deloitte,"Richmond, VA",$125K/yr - $208.2K/yr,Hybrid,Business,VA,125.0,208.2,166.6
Workday AMS Integrations Consultant ,Deloitte,"Minneapolis, MN",$97.9K/yr - $163.1K/yr,Hybrid,Business,MN,97.9,163.1,130.5
"Account Executive, Higher Education ",Salesforce,"San Francisco, CA",$105.5K/yr - $168.2K/yr,Hybrid,Business,CA,105.5,168.2,136.85
Senior Member of Technical Staff ,Oracle,"Austin, TX","$74.8K/yr - $178.2K/yr · Vision, 401(k), +1",On-site,Other,TX,74.8,178.2,126.5
Principal Software Engineer - Ansible ,Red Hat,"Lowell, MA",$142.1K/yr - $234.5K/yr · 401(k),Hybrid,Tech,MA,142.1,234.5,188.3
Commercial Business Development Representative,Memfault,"Boston, MA",$60K/yr - $100K/yr,Hybrid,Other,MA,60.0,100.0,80.0
Enterprise Account Executive ,Confluent,"Ohio, United States",$131.4K/yr - $154.4K/yr,Remote,Business,OH,131.4,154.4,142.9
"Sales Compensation Analyst, Amazon Web Services ",Amazon Web Services (AWS),"San Jose, CA",$79.3K/yr - $169.5K/yr,On-site,Retail,CA,79.3,169.5,124.4
Senior Customer Success Specialist - Connect PubSec ,Amazon Web Services (AWS),"Austin, TX",$138.2K/yr - $239K/yr,On-site,Other,TX,138.2,239.0,188.6
Okta Engineer Consultant ,Deloitte,"Portland, OR",$76K/yr - $127K/yr,Hybrid,Tech,OR,76.0,127.0,101.5
Oracle Unity CDP Technical Senior Consultant ,Deloitte,"Lake Mary, FL",$125K/yr - $208.2K/yr,Hybrid,Business,FL,125.0,208.2,166.6
COBOL Programmer ,Tata Consultancy Services,"Irving, TX",$130K/yr - $170K/yr,On-site,Other,TX,130.0,170.0,150.0
Strategic Enterprise Key Account Executive ,Infobip,"Jersey City, NJ","$125K/yr - $160K/yr · 401(k), Vision, +1",Hybrid,Business,NJ,125.0,160.0,142.5
"Retail Cosmetics Sales Beauty Advisor - MAC, Cross County Sc - Full Time ",Macy's,"Yonkers, NY","$16.50/hr - $23.10/hr · 401(k), +1",On-site,Retail,NY,34.32,48.048,41.184
"Sales Compensation Analyst, Amazon Web Services ",Amazon Web Services (AWS),"Chicago, IL",$79.3K/yr - $169.5K/yr,On-site,Retail,IL,79.3,169.5,124.4
"Channel Sales Manager - Salesforce, Financial Services Industry ",Deloitte,"Philadelphia, PA",$137.7K/yr - $229.5K/yr,Hybrid,Retail,PA,137.7,229.5,183.6
Oracle Unity CDP Technical Senior Consultant ,Deloitte,Greater Cleveland,$125K/yr - $208.2K/yr,Hybrid,Business,,125.0,208.2,166.6
Workday AMS Integrations Consultant ,Deloitte,"Denver, CO",$97.9K/yr - $163.1K/yr,Hybrid,Business,CO,97.9,163.1,130.5
10755 – Business Process Analyst III ,Hyundai AutoEver America,"Fountain Valley, CA",$91.8K/yr - $119.4K/yr,On-site,Other,CA,91.8,119.4,105.6
Business Development Director for NGA ,Leidos,"Reston, VA",$144.3K/yr - $260.8K/yr,On-site,Other,VA,144.3,260.8,202.55
"Retail Cosmetics Sales Associate - Lancome, Walden Galleria - Part Time ",Macy's,"Cheektowaga, NY","$15/hr - $21/hr · 401(k), +1",On-site,Retail,NY,31.2,43.68,37.44
"Sr. Software Development Engineer, AWS Managed Services(AMS), AWS Kumo ",Amazon Web Services (AWS),"Seattle, WA",$151.3K/yr - $261.5K/yr,On-site,Tech,WA,151.3,261.5,206.4
Lead Cyber Testing Engineer ,SAIC,"Washington, DC",$80K/yr - $120K/yr,Hybrid,Tech,DC,80.0,120.0,100.0
Data Scientist ,Tanium,United States,"$135K/yr - $410K/yr · 401(k), +1",Remote,Tech,,135.0,410.0,272.5
Senior Manager Analyst Relations ,Verizon,"Ashburn, VA","$105K/yr - $212K/yr · 401(k), +1",Hybrid,Other,VA,105.0,212.0,158.5
Workday AMS Integrations Consultant ,Deloitte,"Houston, TX",$97.9K/yr - $163.1K/yr,Hybrid,Business,TX,97.9,163.1,130.5
"Senior Consultant, Banking & Financial Services Consulting Practice ",Cognizant,"Alpharetta, GA",$98.9K/yr - $182.5K/yr · 401(k),Remote,Business,GA,98.9,182.5,140.7
"Retail Cosmetics Sales Counter Manager - MAC, Columbia Center - Full Time ",Macy's,"Kennewick, WA","$18.15/hr - $28.05/hr · 401(k), +1",On-site,Retail,WA,37.752,58.344,48.048
Oracle Unity CDP Technical Senior Consultant ,Deloitte,"Austin, TX",$125K/yr - $208.2K/yr,Hybrid,Business,TX,125.0,208.2,166.6
"Retail Cosmetics Sales Beauty Advisor - Estee Lauder, Millenia - Full Time ",Macy's,"Orlando, FL","$15.75/hr - $22.05/hr · 401(k), +1",On-site,Retail,FL,32.76,45.864,39.312
Inside Sales Representative Dealerships ,Boutique Recruiting,"San Diego, CA",$25/hr - $31/hr,On-site,Retail,CA,52.0,64.48,58.24
SAAS Sales Executive (Hunter role into Hedge Funds)) ,"Right Executive Search, LLC","New York, NY",$140K/yr - $150K/yr + Commission · 6 benefits,Hybrid,Business,NY,140.0,150.0,145.0
"Retail Cosmetics Sales Beauty Advisor - MAC, Medford Rogue Valley - Part Time ",Macy's,"Medford, OR","$15/hr - $21/hr · 401(k), +1",On-site,Retail,OR,31.2,43.68,37.44
Workday AMS Integrations Consultant ,Deloitte,"Birmingham, AL",$97.9K/yr - $163.1K/yr,Hybrid,Business,AL,97.9,163.1,130.5
Oracle Unity CDP Technical Senior Consultant ,Deloitte,"Minneapolis, MN",$125K/yr - $208.2K/yr,Hybrid,Business,MN,125.0,208.2,166.6
AWS Digital Native Business Sr Account Manager ,Amazon Web Services (AWS),"New York, NY",$128.6K/yr - $212.6K/yr,On-site,Business,NY,128.6,212.6,170.6
Executive Partner - CTO Advisory - Infrastructure & Operations - Global Enterprises ,Gartner,"New York, United States",$164.8K/yr - $192K/yr · 401(k),Remote,Business,NY,164.8,192.0,178.4
Workday AMS Integrations Consultant ,Deloitte,"Dallas, TX",$97.9K/yr - $163.1K/yr,Hybrid,Business,TX,97.9,163.1,130.5
"Head of Customer Optimization & Acceleration, AWS Global Sales Operations ",Amazon Web Services (AWS),"New York, United States",$157.8K/yr - $260.8K/yr,On-site,Retail,NY,157.8,260.8,209.3
Oracle Unity CDP Technical Senior Consultant ,Deloitte,"Hartford, CT",$125K/yr - $208.2K/yr,Hybrid,Business,CT,125.0,208.2,166.6
"Channel Sales Manager - Salesforce, Financial Services Industry ",Deloitte,"Boston, MA",$137.7K/yr - $229.5K/yr,Hybrid,Retail,MA,137.7,229.5,183.6
Process Engineer Specialist ,Leidos,"Huntsville, AL",$55.2K/yr - $99.9K/yr,On-site,Tech,AL,55.2,99.9,77.55000000000001
Comcast Business - Enterprise Account Executive ,Comcast,"Silver Spring, MD",$60.8K/yr - $116K/yr,On-site,Business,MD,60.8,116.0,88.4
"Data Center Manager, DCC Communities ",Amazon Web Services (AWS),"Hayward, CA",$70.7K/yr - $158K/yr,On-site,Tech,CA,70.7,158.0,114.35
Oracle Unity CDP Technical Senior Consultant ,Deloitte,"St Louis, MO",$125K/yr - $208.2K/yr,Hybrid,Business,MO,125.0,208.2,166.6
Analyst ,Tata Consultancy Services,"Cleveland, OH",$100K/yr - $110K/yr,On-site,Other,OH,100.0,110.0,105.0
"Software Development Engineer - AWS Identity & Access Management, AWS Identity ",Amazon Web Services (AWS),"Seattle, WA",$129.3K/yr - $223.6K/yr,On-site,Tech,WA,129.3,223.6,176.45
"Enterprise Account Executive , Financial Services ",Confluent,"Dallas, TX",$105.7K/yr - $124.2K/yr,Remote,Business,TX,105.7,124.2,114.95
Server Administrator,Minnesota IT Services,"St Paul, MN",$76.3K/yr - $125.8K/yr · 8 benefits,Hybrid,Other,MN,76.3,125.8,101.05
Oracle Unity CDP Technical Senior Consultant ,Deloitte,"Grand Rapids, MI",$125K/yr - $208.2K/yr,Hybrid,Business,MI,125.0,208.2,166.6
Senior Manager Analyst Relations ,Verizon,"Rolling Meadows, IL","$105K/yr - $212K/yr · 401(k), +1",Hybrid,Other,IL,105.0,212.0,158.5
"Federal Solutions Engineer, SLED & Civilian ",Confluent,"Washington, DC",$106.7K/yr - $125.4K/yr,Remote,Tech,DC,106.7,125.4,116.05000000000001
"Sr. Sustainability PM, AWS_AMER_AIS ",Amazon Web Services (AWS),"Seattle, WA",$133.2K/yr - $220.2K/yr,On-site,Other,WA,133.2,220.2,176.7
"Retail Cosmetics Sales Associate - Shiseido, Montebello Town Center - Part Time ",Macy's,"Montebello, CA","$16.50/hr - $23.10/hr · 401(k), +1",On-site,Retail,CA,34.32,48.048,41.184
Senior Manager Analyst Relations ,Verizon,"Alpharetta, GA","$105K/yr - $212K/yr · 401(k), +1",Hybrid,Other,GA,105.0,212.0,158.5
Technology Project Manager,Reach Professionals LLC,"Philadelphia, PA",$95K/yr - $105K/yr,Hybrid,Other,PA,95.0,105.0,100.0
"Retail Cosmetics Sales Beauty Advisor, South Beach - Flex ",Macy's,"Miami Beach, FL","$15/hr - $21/hr · 401(k), +1",Hybrid,Retail,FL,31.2,43.68,37.44
"Workday - Consultant, Spend Management ",Avaap,United States,$95K/yr - $125K/yr,Remote,Business,,95.0,125.0,110.0
Database Developer / Engineer ,Jobot,"Champaign, IL",$100K/yr - $140K/yr,Remote,Tech,IL,100.0,140.0,120.0
Proposal Desktop Publisher TS/SCI ,Leidos,"Columbia, MD",$81.2K/yr - $146.9K/yr,Hybrid,Other,MD,81.2,146.9,114.05000000000001
Partner Engagement Experience Launch and Outreach Manager ,Red Hat,"Boston, MA",$104.1K/yr - $166.3K/yr · 401(k),Hybrid,Business,MA,104.1,166.3,135.2
"Retail Cosmetics Sales Beauty Advisor, Cross Creek Mall - Flex ",Macy's,"Fayetteville, NC","$15/hr - $21/hr · 401(k), +1",On-site,Retail,NC,31.2,43.68,37.44
"Retail Cosmetics Sales Associate - Estee Lauder, Arrowhead Towne Center - Part Time ",Macy's,"Glendale, AZ","$15.75/hr - $22.05/hr · 401(k), +1",On-site,Retail,AZ,32.76,45.864,39.312
Workday AMS Integrations Consultant ,Deloitte,"Seattle, WA",$97.9K/yr - $163.1K/yr,Hybrid,Business,WA,97.9,163.1,130.5
Solutions Architect - Managed Services ,3Cloud,United States,"$99.5K/yr - $160K/yr · 401(k), +1",Remote,Other,,99.5,160.0,129.75
Lead Software Engineer/Java ,EPAM Systems,United States,"$130K/yr - $160K/yr · Vision, 401(k)",Remote,Tech,,130.0,160.0,145.0
"Seasonal Retail Sales Associate, Cape Cod ",Macy's,"Hyannis, MA","$16.50/hr - $20.35/hr · 401(k), +1",On-site,Retail,MA,34.32,42.328,38.324
Director Executive Compensation ,Thomson Reuters,"New York, NY","$151.7K/yr - $281.7K/yr · 401(k), +2 benefits",Hybrid,Business,NY,151.7,281.7,216.7
Advisory Capital Projects Manager - Project Controls & Scheduling ,Deloitte,"San Francisco, CA",$125K/yr - $229.1K/yr,Hybrid,Other,CA,125.0,229.1,177.05
Workday AMS Integrations Consultant ,Deloitte,"Louisville, KY",$97.9K/yr - $163.1K/yr,Hybrid,Business,KY,97.9,163.1,130.5
Workday AMS Integrations Consultant ,Deloitte,"Costa Mesa, CA",$97.9K/yr - $163.1K/yr,Hybrid,Business,CA,97.9,163.1,130.5
Retail Sales Associate ,Verizon,"Columbia, MO",$49K/yr - $59K/yr · 1,On-site,Retail,MO,49.0,59.0,54.0
"Sales Compensation Analyst, Amazon Web Services ",Amazon Web Services (AWS),"San Francisco, CA",$79.3K/yr - $169.5K/yr,On-site,Retail,CA,79.3,169.5,124.4
"Retail Cosmetics Sales Associate - Trend Beauty, Riverside Galleria at Tyler - Part Time ",Macy's,"Riverside, CA","$16.50/hr - $23.10/hr · 401(k), +1",On-site,Retail,CA,34.32,48.048,41.184
Product Support Engineer ,Wipro,"Minneapolis, MN",$40K/yr - $45K/yr · 1,On-site,Tech,MN,40.0,45.0,42.5
Regulatory Reporting Specialist Vice President ,Sumitomo Mitsui Banking Corporation – SMBC Group,"Jersey City, NJ",$122K/yr - $170K/yr,Hybrid,Other,NJ,122.0,170.0,146.0
Junior 508 Compliance Specialist,"VIRE Consulting, Inc.",Washington DC-Baltimore Area,$50K/yr - $65K/yr · 2 benefits,Remote,Other,WA,50.0,65.0,57.5
Senior Customer Success Specialist - Connect PubSec ,Amazon Web Services (AWS),"Seattle, WA",$138.2K/yr - $239K/yr,On-site,Other,WA,138.2,239.0,188.6
"Channel Sales Manager - Salesforce, Financial Services Industry ",Deloitte,"Charlotte, NC",$137.7K/yr - $229.5K/yr,Hybrid,Retail,NC,137.7,229.5,183.6
Oracle Unity CDP Technical Senior Consultant ,Deloitte,"Arlington, Virginia, United States",$125K/yr - $208.2K/yr,Hybrid,Business,VA,125.0,208.2,166.6
Workday AMS Integrations Consultant ,Deloitte,"Jersey City, NJ",$97.9K/yr - $163.1K/yr,Hybrid,Business,NJ,97.9,163.1,130.5
"Channel Sales Manager - Salesforce, Financial Services Industry ",Deloitte,"Atlanta, GA",$137.7K/yr - $229.5K/yr,Hybrid,Retail,GA,137.7,229.5,183.6
Senior Network Engineer ,Randstad Enterprise,New York City Metropolitan Area,$90.8K/yr - $160K/yr + Bonus,Hybrid,Tech,NY,90.8,160.0,125.4
Chief Product Officer (CPO),Recruiting Simple,United States,$250K/yr - $318K/yr · 2 benefits,Remote,Other,,250.0,318.0,284.0
Business Development Executive ,Boutique Recruiting,"San Jose, CA","$150K/yr - $185K/yr · 401(k), +1",Remote,Business,CA,150.0,185.0,167.5
Database Developer / Engineer ,Jobot,"Detroit, MI",$100K/yr - $140K/yr,Remote,Tech,MI,100.0,140.0,120.0
Salesforce Senior IT Manager,Penn Information Systems & Computing,"Philadelphia, PA",$74.5K/yr - $150K/yr · 1,On-site,Retail,PA,74.5,150.0,112.25
Principal Program Manager-ProdDev ,Oracle,United States,"$87.8K/yr - $199.5K/yr · Vision, 401(k), +1",Remote,Other,,87.8,199.5,143.65
Pricing Senior Manager ,Verizon,"Lone Tree, CO","$97K/yr - $181K/yr · 401(k), +1",Hybrid,Other,CO,97.0,181.0,139.0
Site Level Accountant L3,NTT Global Data Centers,"Delaware, United States",$89.6K/yr - $128.2K/yr · 401(k),Hybrid,Business,DE,89.6,128.2,108.89999999999999
Embedded Engineer II IC (eInfochips Inc) ,Arrow Electronics,"Peachtree City, GA","$145K/yr - $159K/yr · Vision, +1",On-site,Tech,GA,145.0,159.0,152.0
"Channel Sales Manager - Salesforce, Financial Services Industry ",Deloitte,"Cincinnati, OH",$137.7K/yr - $229.5K/yr,Hybrid,Retail,OH,137.7,229.5,183.6
"Manager, Asset Protection ",Macy's,"Tucson, AZ","$53.5K/yr - $89.4K/yr · 401(k), +1",On-site,Other,AZ,53.5,89.4,71.45
Senior Contracts Manager ,Cubic Corporation,"Home, KS",$130K/yr - $160K/yr,Remote,Other,KS,130.0,160.0,145.0
"Channel Manager I (Remote - Charlotte/Raleigh, NC) ",TPx,"Raleigh, NC",$95K/yr - $110K/yr,Remote,Other,NC,95.0,110.0,102.5
"Retail Cosmetics Sales Associate - Clinique, Oak Brook Center - Full Time ",Macy's,"Oak Brook, IL","$15/hr - $21/hr · 401(k), +1",On-site,Retail,IL,31.2,43.68,37.44
Senior Network Engineer ,GLG,"New York, NY",$128.1K/yr - $220K/yr · 401(k),On-site,Tech,NY,128.1,220.0,174.05
Product Manager ,Gartner,"Irving, TX",$84K/yr - $115.9K/yr · 401(k),Hybrid,Other,TX,84.0,115.9,99.95
Principal Architect (3913) ,SMX,"Washington, DC",$179K/yr - $268.4K/yr · Medical,Remote,Other,DC,179.0,268.4,223.7
Site Level Accountant L3,NTT Global Data Centers,"California, United States",$89.6K/yr - $128.2K/yr · 401(k),Hybrid,Business,CA,89.6,128.2,108.89999999999999
"Principal Research Scientist, AWS Industry Products ",Amazon Web Services (AWS),"Seattle, WA",$170.5K/yr - $294.7K/yr,On-site,Other,WA,170.5,294.7,232.6
"Selling and Support Captain, Interstate - Full Time ",Macy's,"Ramsey, NJ","$16.50/hr - $25.50/hr · 401(k), +1",On-site,Other,NJ,34.32,53.04,43.68
Legal Assistant (Management Analyst I) ,CGI,"Cleveland, OH",$21.12/hr · 401(k),On-site,Law,OH,43.9296,43.9296,43.9296
Senior Big Data Hadoop ML Engineer (GCP) ,Rackspace Technology,"San Antonio, TX",$182.1K/yr - $249.1K/yr,Remote,Tech,TX,182.1,249.1,215.6
Lead Java Engineer ,EPAM Systems,"New York, United States","$140K/yr - $160K/yr · Vision, 401(k)",On-site,Tech,NY,140.0,160.0,150.0
"Professional Services HCLS Leader - NAMER, ProServe NAMER ",Amazon Web Services (AWS),"Minneapolis, MN",$180.9K/yr - $312.8K/yr,On-site,Other,MN,180.9,312.8,246.85000000000002
CMS Certification Lead ,Gainwell Technologies,"Arkansas, United States",$120K/yr - $145K/yr · 401(k),Remote,Other,AR,120.0,145.0,132.5
Workday AMS Integrations Consultant ,Deloitte,"Tulsa, OK",$97.9K/yr - $163.1K/yr,Hybrid,Business,OK,97.9,163.1,130.5
Solutions Architect - Amazon QuickSight ,Amazon Web Services (AWS),"New York, United States",$118.2K/yr - $204.3K/yr,On-site,Other,NY,118.2,204.3,161.25
"Senior Data Engineer, 3PX Private Pricing - Analytics & Insights, 3PX, Analytics & Insights ",Amazon Web Services (AWS),"San Francisco, CA",$139.1K/yr - $240.5K/yr,On-site,Tech,CA,139.1,240.5,189.8
"Retail Cosmetics Sales Beauty Advisor - Lancome, Oakridge - Full Time ",Macy's,"San Jose, CA","$17.55/hr - $24.15/hr · 401(k), +1",On-site,Retail,CA,36.504,50.232,43.367999999999995
"Channel Sales Manager - Salesforce, Financial Services Industry ",Deloitte,"Tempe, AZ",$137.7K/yr - $229.5K/yr,Hybrid,Retail,AZ,137.7,229.5,183.6
"Channel Sales Manager - Salesforce, Financial Services Industry ",Deloitte,"Baltimore, MD",$137.7K/yr - $229.5K/yr,Hybrid,Retail,MD,137.7,229.5,183.6
FACTS LMS Client Engagement Manager ,Nelnet,"Kansas City, MO",$55K/yr - $60K/yr · 401(k),Hybrid,Other,MO,55.0,60.0,57.5
Engineer ,Tata Consultancy Services,"Pittsburgh, PA",$95K/yr - $110K/yr,On-site,Tech,PA,95.0,110.0,102.5
Workday AMS Integrations Consultant ,Deloitte,"Boise, ID",$97.9K/yr - $163.1K/yr,Hybrid,Business,ID,97.9,163.1,130.5
Workday AMS Integrations Consultant ,Deloitte,"New York, NY",$97.9K/yr - $163.1K/yr,Hybrid,Business,NY,97.9,163.1,130.5
Senior Driving Behaviors Systems Engineer II ,Cruise,United States,"$142.8K/yr - $210K/yr · 401(k), +1",Remote,Tech,,142.8,210.0,176.4
Inside Sales Associate II ,ADI Global Distribution,"Bridgeview, IL",$33.7K/yr - $58.7K/yr,On-site,Retail,IL,33.7,58.7,46.2
Oracle Unity CDP Technical Senior Consultant ,Deloitte,"New York, NY",$125K/yr - $208.2K/yr,Hybrid,Business,NY,125.0,208.2,166.6
"Professional Services HCLS Leader - NAMER, ProServe NAMER ",Amazon Web Services (AWS),"Arlington, VA",$180.9K/yr - $312.8K/yr,On-site,Other,VA,180.9,312.8,246.85000000000002
Database Developer / Engineer ,Jobot,"Atlanta, GA",$100K/yr - $140K/yr,Remote,Tech,GA,100.0,140.0,120.0
Mainframe Security Architect,Kyndryl,"New York, NY",$107.4K/yr - $244.9K/yr,On-site,Other,NY,107.4,244.9,176.15
Head of Corporate and G&A Finance ,Cloudflare,"San Francisco, CA","$261K/yr - $355K/yr · Dental, Vision, 401(k), Medical, +1",Hybrid,Other,CA,261.0,355.0,308.0
Physician Assistant (PA-C) - Cardiac Surgery ICU - 12 Hour Shift - Nights,Cedars-Sinai,"Los Angeles, CA",$147.3K/yr - $235.7K/yr,On-site,Other,CA,147.3,235.7,191.5
AWS Infrastructure Architect/DevOps Lead Engineer ,Deloitte,"Lake Mary, FL",$102.8K/yr - $171.2K/yr,Hybrid,Tech,FL,102.8,171.2,137.0
"Channel Sales Manager - Salesforce, Financial Services Industry ",Deloitte,"Pittsburgh, PA",$137.7K/yr - $229.5K/yr,Hybrid,Retail,PA,137.7,229.5,183.6
"Director, Business Development-Agency ",The Trade Desk,"New York, United States","$109.8K/yr - $201.2K/yr · 401(k), +1",On-site,Other,NY,109.8,201.2,155.5
AWS Infrastructure Architect/DevOps Lead Engineer ,Deloitte,"Gilbert, AZ",$102.8K/yr - $171.2K/yr,Hybrid,Tech,AZ,102.8,171.2,137.0
"Retail Cosmetics Sales Associate - Lancome, Cherry Hill - Part Time ",Macy's,"Cherry Hill, NJ","$15.13/hr - $21/hr · 401(k), +1",On-site,Retail,NJ,31.4704,43.68,37.5752
Workday AMS Integrations Consultant ,Deloitte,"Harrisburg, PA",$97.9K/yr - $163.1K/yr,Hybrid,Business,PA,97.9,163.1,130.5
"Senior Infrastructure Engineer (Network Security) (hybrid/in-office) (Princeton, NJ) ",Mathematica,"Princeton, NJ",$100K/yr - $130K/yr,Hybrid,Tech,NJ,100.0,130.0,115.0
Workday AMS Integrations Consultant ,Deloitte,"Boca Raton, FL",$97.9K/yr - $163.1K/yr,Hybrid,Business,FL,97.9,163.1,130.5
